,name,adddate,application,conscurvature,convex,density,dualbound,formats,gap,initinfeasibility,laghessianavgblocksize,laghessianmaxblocksize,laghessianminblocksize,maxcoef,mincoef,nbinvars,ncons,ncontvars,ngennlcons,ngennlfunc,nintvars,njacobiannlnz,njacobiannz,nlaghessianblocks,nlaghessiandiagnz,nlaghessiannz,nldensity,nlincons,nlinfunc,nlnz,nloperands,nnlbinvars,nnlfunc,nnlintvars,nnlsemi,nnlvars,nobjnlnz,nobjnz,npolynomcons,npolynomfunc,nquadcons,nquadfunc,nsemi,nsignomcons,nsignomfunc,nsos1,nsos2,nvars,nz,objcurvature,objsense,objtype,opabs,opcentropy,opcos,opcvpower,opdiv,operrorf,opexp,opgamma,oplog,oplog10,opmin,opmod,opmul,oppower,oprpower,opsignpower,opsin,opsqr,opsqrt,optanh,opvcpower,primalbound,probtype,references,source,sourceids
41,autocorr_bern30-15,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5161290322580645,-23572.97101,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",0.4972669594766261,0.0,30.0,30.0,30.0,6888.0,1.0,30.0,1.0,1.0,0.0,0.0,0.0,30.0,31.0,1.0,0.0,630.0,1.0,0.0,1.0,30.0,set(),30.0,1.0,0.0,0.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,32.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-15744.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.30.15),['POLIP']
42,autocorr_bern30-23,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5161290322580645,-72030.62861,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",1.3672482125016432,0.0,30.0,30.0,30.0,10736.0,1.0,30.0,1.0,1.0,0.0,0.0,0.0,30.0,31.0,1.0,0.0,814.0,1.0,0.0,1.0,30.0,set(),30.0,1.0,0.0,0.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,32.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-30428.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.30.23),['POLIP']
43,autocorr_bern30-30,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5161290322580645,-57333.29687,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",1.5049500554875916,0.0,30.0,30.0,30.0,6768.0,1.0,30.0,1.0,1.0,0.0,0.0,0.0,30.0,31.0,1.0,0.0,870.0,1.0,0.0,1.0,30.0,set(),30.0,1.0,0.0,0.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,32.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-22888.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.30.30),['POLIP']
44,autocorr_bern35-04,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5138888888888888,-384.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",0.0,0.0,35.0,35.0,35.0,64.0,1.0,35.0,1.0,1.0,0.0,0.0,0.0,35.0,36.0,1.0,0.0,198.0,1.0,0.0,1.0,35.0,set(),35.0,1.0,0.0,0.0,35.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,37.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-384.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.35.4),['POLIP']
45,autocorr_bern35-09,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5138888888888888,-6790.299859,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",0.3293460961237274,0.0,35.0,35.0,35.0,1216.0,1.0,35.0,1.0,1.0,0.0,0.0,0.0,35.0,36.0,1.0,0.0,488.0,1.0,0.0,1.0,35.0,set(),35.0,1.0,0.0,0.0,35.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,37.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-5108.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.35.9),['POLIP']
46,autocorr_bern35-18,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5138888888888888,-76152.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",1.4439024390243902,0.0,35.0,35.0,35.0,12480.0,1.0,35.0,1.0,1.0,0.0,0.0,0.0,35.0,36.0,1.0,0.0,884.0,1.0,0.0,1.0,35.0,set(),35.0,1.0,0.0,0.0,35.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,37.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-31160.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.35.18),['POLIP']
47,autocorr_bern35-26,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5138888888888888,-191466.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",2.463066126465056,0.0,35.0,35.0,35.0,17456.0,1.0,35.0,1.0,1.0,0.0,0.0,0.0,35.0,36.0,1.0,0.0,1100.0,1.0,0.0,1.0,35.0,set(),35.0,1.0,0.0,0.0,35.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,37.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-55288.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.35.26),['POLIP']
48,autocorr_bern35-35fix,2018-12-08,Autocorrelated Sequences,indefinite,0.0,0.5138888888888888,-253177.1182,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",5.164827072172981,0.0,35.0,35.0,35.0,10520.0,1.0,35.0,1.0,1.0,0.0,0.0,0.0,35.0,36.0,1.0,0.0,1190.0,1.0,0.0,1.0,35.0,set(),35.0,1.0,0.0,0.0,35.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,37.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-41068.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.35.35),['POLIP']
49,autocorr_bern40-05,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5121951219512195,-936.0000019,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",2.029914561227577e-09,0.0,40.0,40.0,40.0,128.0,1.0,40.0,1.0,1.0,0.0,0.0,0.0,40.0,41.0,1.0,0.0,300.0,1.0,0.0,1.0,40.0,set(),40.0,1.0,0.0,0.0,40.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,42.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-936.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.40.5),['POLIP']
50,autocorr_bern40-10,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5121951219512195,-14696.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",0.7817652764306499,0.0,40.0,40.0,40.0,1760.0,1.0,40.0,1.0,1.0,0.0,0.0,0.0,40.0,41.0,1.0,0.0,630.0,1.0,0.0,1.0,40.0,set(),40.0,1.0,0.0,0.0,40.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,42.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-8248.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.40.10),['POLIP']
51,autocorr_bern40-20,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5121951219512195,-162365.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",2.210317146472635,0.0,40.0,40.0,40.0,17520.0,1.0,40.0,1.0,1.0,0.0,0.0,0.0,40.0,41.0,1.0,0.0,1140.0,1.0,0.0,1.0,40.0,set(),40.0,1.0,0.0,0.0,40.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,42.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-50576.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.40.20),['POLIP']
52,autocorr_bern40-30,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5121951219512195,-543106.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",4.724618433257442,0.0,40.0,40.0,40.0,26336.0,1.0,40.0,1.0,1.0,0.0,0.0,0.0,40.0,41.0,1.0,0.0,1450.0,1.0,0.0,1.0,40.0,set(),40.0,1.0,0.0,0.0,40.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,42.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-94872.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.40.30),['POLIP']
53,autocorr_bern40-40,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5121951219512195,-562557.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",7.277279147784121,0.0,40.0,40.0,40.0,15420.0,1.0,40.0,1.0,1.0,0.0,0.0,0.0,40.0,41.0,1.0,0.0,1560.0,1.0,0.0,1.0,40.0,set(),40.0,1.0,0.0,0.0,40.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,42.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-67964.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.40.40),['POLIP']
54,autocorr_bern45-05,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5108695652173914,-1170.4,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",0.0958801498127341,0.0,45.0,45.0,45.0,128.0,1.0,45.0,1.0,1.0,0.0,0.0,0.0,45.0,46.0,1.0,0.0,340.0,1.0,0.0,1.0,45.0,set(),45.0,1.0,0.0,0.0,45.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,47.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-1068.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.45.5),['POLIP']
55,autocorr_bern45-11,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5108695652173914,-31134.4,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",1.4422968308754316,0.0,45.0,45.0,45.0,2440.0,1.0,45.0,1.0,1.0,0.0,0.0,0.0,45.0,46.0,1.0,0.0,790.0,1.0,0.0,1.0,45.0,set(),45.0,1.0,0.0,0.0,45.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,47.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-12748.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.45.11),['POLIP']
56,autocorr_bern45-23,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5108695652173914,-364823.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",3.2707318786289568,0.0,45.0,45.0,45.0,27368.0,1.0,45.0,1.0,1.0,0.0,0.0,0.0,45.0,46.0,1.0,0.0,1474.0,1.0,0.0,1.0,45.0,set(),45.0,1.0,0.0,0.0,45.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,47.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-85424.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.45.23),['POLIP']
57,autocorr_bern45-34,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5108695652173914,-1257960.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",7.256064265462564,0.0,45.0,45.0,45.0,37744.0,1.0,45.0,1.0,1.0,0.0,0.0,0.0,45.0,46.0,1.0,0.0,1848.0,1.0,0.0,1.0,45.0,set(),45.0,1.0,0.0,0.0,45.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,47.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-152368.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.45.34),['POLIP']
58,autocorr_bern45-45,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5108695652173914,-1155598.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",9.236314353541438,0.0,45.0,45.0,45.0,22928.0,1.0,45.0,1.0,1.0,0.0,0.0,0.0,45.0,46.0,1.0,0.0,1980.0,1.0,0.0,1.0,45.0,set(),45.0,1.0,0.0,0.0,45.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,47.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-112892.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.45.45),['POLIP']
59,autocorr_bern50-06,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5098039215686274,-3316.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",0.5351851851851852,0.0,50.0,50.0,50.0,272.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,50.0,51.0,1.0,0.0,470.0,1.0,0.0,1.0,50.0,set(),50.0,1.0,0.0,0.0,50.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,52.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-2160.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.50.6),['POLIP']
60,autocorr_bern50-13,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5098039215686274,-95920.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",3.031607262945528,0.0,50.0,50.0,50.0,4288.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,50.0,51.0,1.0,0.0,1044.0,1.0,0.0,1.0,50.0,set(),50.0,1.0,0.0,0.0,50.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,52.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-23792.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.50.13),['POLIP']
61,autocorr_bern50-25,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5098039215686274,-723890.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",4.80263242272669,0.0,50.0,50.0,50.0,35648.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,50.0,51.0,1.0,0.0,1800.0,1.0,0.0,1.0,50.0,set(),50.0,1.0,0.0,0.0,50.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,52.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-124752.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.50.25),['POLIP']
62,autocorr_bern50-38,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5098039215686274,-2232626.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",8.589988316552695,0.0,50.0,50.0,50.0,52080.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,50.0,51.0,1.0,0.0,2294.0,1.0,0.0,1.0,50.0,set(),50.0,1.0,0.0,0.0,50.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,52.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-232808.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.50.38),['POLIP']
63,autocorr_bern50-50,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5098039215686274,-2130139.667,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",11.662519420534524,0.0,50.0,50.0,50.0,30904.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,50.0,51.0,1.0,0.0,2450.0,1.0,0.0,1.0,50.0,set(),50.0,1.0,0.0,0.0,50.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,52.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-168224.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.50.50),['POLIP']
64,autocorr_bern55-06,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5089285714285714,-4296.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",0.79,0.0,55.0,55.0,55.0,272.0,1.0,55.0,1.0,1.0,0.0,0.0,0.0,55.0,56.0,1.0,0.0,520.0,1.0,0.0,1.0,55.0,set(),55.0,1.0,0.0,0.0,55.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,57.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-2400.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.55.6),['POLIP']
65,autocorr_bern55-14,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5089285714285714,-152968.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",3.597499398893965,0.0,55.0,55.0,55.0,5488.0,1.0,55.0,1.0,1.0,0.0,0.0,0.0,55.0,56.0,1.0,0.0,1248.0,1.0,0.0,1.0,55.0,set(),55.0,1.0,0.0,0.0,55.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,57.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-33272.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.55.14),['POLIP']
66,autocorr_bern55-28,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5089285714285714,-1655558.0,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",7.6918707211558655,0.0,55.0,55.0,55.0,50960.0,1.0,55.0,1.0,1.0,0.0,0.0,0.0,55.0,56.0,1.0,0.0,2214.0,1.0,0.0,1.0,55.0,set(),55.0,1.0,0.0,0.0,55.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,57.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-190472.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.55.28),['POLIP']
67,autocorr_bern55-41,2014-02-26,Autocorrelated Sequences,indefinite,0.0,0.5089285714285714,-4590506.667,"{'gms', 'osil', 'mod', 'py', 'ams', 'pip', 'nl'}",12.606016417299964,0.0,55.0,55.0,55.0,70172.0,1.0,55.0,1.0,1.0,0.0,0.0,0.0,55.0,56.0,1.0,0.0,2760.0,1.0,0.0,1.0,55.0,set(),55.0,1.0,0.0,0.0,55.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,57.0,linear,min,linear,,,,,,,,,,,,,,,,,,,,,,-337388.0,MBNLP,['LiersMarinariPagaczEtal2010'],POLIP(autocorrelated_sequences/bernasconi.55.41),['POLIP']
